Name,Debut,Final,Position,Height,Weight,Birthday,School,HOF,Active,G,PTS,TRB,AST,FG%,FG3%,FT%,eFG%,PER,WS
Kyle Collinsworth,2018,2018,"['Guard', 'Forward']",78,210.0,"October 3, 1991",['BYU'],False,False,32,3.2,3.3,1.8,38.4,23.5,52.5,40.4,10.0,0.5
Darren Collison,2010,2022,['Guard'],72,175.0,"August 23, 1987",['UCLA'],False,False,711,12.5,2.7,5.0,47.1,39.4,85.3,51.7,16.2,49.9
Nick Collison,2005,2018,['Forward'],82,255.0,"October 26, 1980",['Kansas'],False,False,910,5.9,5.2,1.0,53.4,20.8,72.3,53.6,13.2,44.5
Joe Colone,1949,1949,['Forward'],77,210.0,"January 23, 1924",['Bloomsburg University of Pennsylvania'],False,False,15,5.5,,0.6,31.0,,68.4,,,0.1
Bonzie Colson,2019,2019,['Forward'],78,224.0,"January 12, 1996",['Notre Dame'],False,False,8,4.9,3.8,0.4,33.3,23.8,88.9,39.7,12.9,0.2
Sean Colson,2001,2001,['Guard'],72,175.0,"July 1, 1975","['Rhode Island', ' UNC Charlotte']",False,False,13,1.2,0.5,0.8,25.0,20.0,50.0,27.1,6.8,-0.1
Steve Colter,1985,1995,['Guard'],75,165.0,"July 24, 1962",['New Mexico State'],False,False,526,6.3,2.0,2.8,44.8,28.9,77.8,46.1,12.9,17.3
Chance Comanche,2023,2023,"['Forward', 'Center']",82,210.0,"April 14, 1996",['Arizona'],False,True,1,7.0,3.0,0.0,60.0,,25.0,60.0,12.2,0.0
Glen Combs,1969,1975,['Guard'],74,185.0,"October 30, 1946",['Virginia Tech'],False,False,465,16.5,2.6,3.5,43.3,36.7,81.0,47.4,14.2,34.3
Leroy Combs,1984,1984,['Forward'],80,210.0,"January 1, 1961",['Oklahoma State'],False,False,48,4.5,1.2,0.8,49.7,0.0,61.5,49.7,13.5,0.4
John Comeaux,1968,1968,['Forward'],77,193.0,"September 15, 1943",['Grambling State University'],False,False,23,3.3,1.2,0.5,42.9,,71.9,42.9,10.3,0.4
Dallas Comegys,1988,1989,['Forward'],81,205.0,"August 17, 1964",['DePaul'],False,False,142,6.0,3.2,0.7,45.7,0.0,68.2,45.7,10.7,1.1
Larry Comley,1964,1964,['Guard'],77,210.0,"August 17, 1939",['Kansas State'],False,False,12,2.1,1.6,1.0,21.6,,56.3,,5.6,-0.3
Jeff Congdon,1968,1972,['Guard'],73,180.0,"October 17, 1943",['BYU'],False,False,306,6.5,2.0,3.3,37.7,28.5,79.9,40.2,8.6,6.3
Gene Conley,1953,1964,"['Center', 'Forward']",80,225.0,"November 10, 1930",['Washington State'],False,False,351,5.9,6.3,0.6,37.1,,65.7,,10.2,5.1
Larry Conley,1968,1968,['Guard'],75,175.0,"January 22, 1944",['Kentucky'],False,False,1,2.0,0.0,0.0,25.0,,,25.0,-11.3,0.0
Mike Conley,2008,2025,['Guard'],72,175.0,"October 11, 1987",['Ohio State'],False,True,1172,14.1,2.9,5.7,43.8,38.9,82.5,51.1,17.1,105.7
Ed Conlin,1956,1962,"['Forward', 'Guard']",77,200.0,"September 2, 1933",['Fordham'],False,False,486,10.1,4.8,2.0,37.0,,75.0,,13.0,14.2
Marty Conlon,1992,2000,"['Forward', 'Center']",82,224.0,"January 19, 1968",['Providence'],False,False,379,6.5,3.5,1.0,49.8,20.0,73.5,50.2,13.2,8.9
Pat Connaughton,2016,2025,['Guard'],77,209.0,"January 6, 1993",['Notre Dame'],False,True,595,6.0,3.4,1.4,43.8,35.6,77.3,55.2,11.2,24.6
Jimmy Conner,1976,1976,['Guard'],76,190.0,"March 20, 1953",['Kentucky'],False,False,24,4.4,1.2,1.6,48.8,0.0,75.9,48.8,12.2,0.3
Lester Conner,1983,1995,['Guard'],76,180.0,"September 17, 1959",['Oregon State'],False,False,687,6.3,2.7,3.9,45.3,20.2,75.3,45.6,14.1,28.6
Chuck Connors,1947,1948,"['Forward', 'Center']",77,190.0,"April 10, 1921",['Seton Hall'],False,False,53,4.5,,0.8,25.2,,47.1,,,-0.3
Will Conroy,2007,2013,['Guard'],74,195.0,"December 8, 1982",['Washington'],False,False,16,0.4,0.7,1.0,13.6,0.0,12.5,13.6,-3.1,-0.4
Anthony Cook,1991,1996,"['Forward', 'Center']",81,205.0,"March 19, 1967",['Arizona'],False,False,116,3.6,3.7,0.3,43.9,0.0,52.4,43.9,11.0,1.0
Bert Cook,1955,1955,"['Guard', 'Forward']",75,185.0,"April 26, 1929",['Utah State University'],False,False,37,3.2,1.9,0.9,31.6,,68.0,,8.7,0.0
Bobby Cook,1950,1950,"['Guard', 'Forward']",70,155.0,"April 1, 1923",['Wisconsin'],False,False,51,11.5,,3.1,35.8,,79.0,,,1.9
Brian Cook,2004,2012,['Forward'],81,234.0,"December 4, 1980",['Illinois'],False,False,421,5.5,2.6,0.6,43.9,38.2,78.3,50.2,13.1,10.2
Daequan Cook,2008,2013,['Guard'],77,205.0,"April 28, 1987",['Ohio State'],False,False,328,6.4,2.1,0.7,36.9,35.9,81.3,47.6,9.1,4.9
Darwin Cook,1981,1989,['Guard'],75,184.0,"August 6, 1958",['University of Portland'],False,False,612,9.5,2.1,3.7,45.3,19.6,76.4,45.8,13.8,22.9
Jeff Cook,1980,1988,"['Forward', 'Center']",82,215.0,"October 21, 1956",['Idaho State University'],False,False,518,5.3,4.5,1.4,46.2,5.6,71.6,46.2,10.9,17.7
Norm Cook,1977,1978,['Forward'],80,210.0,"March 21, 1955",['Kansas'],False,False,27,2.4,1.1,0.2,37.3,,52.9,,9.8,-0.1
Omar Cook,2004,2005,['Guard'],73,190.0,"January 28, 1982","[""St. John's""]",False,False,22,1.7,0.6,2.1,33.3,0.0,50.0,33.3,9.0,-0.1
Quinn Cook,2017,2021,['Guard'],73,180.0,"March 23, 1993",['Duke'],False,False,188,6.4,1.7,1.6,46.1,40.8,79.5,54.8,12.3,4.1
Tyler Cook,2020,2022,['Forward'],80,255.0,"September 23, 1997",['Iowa'],False,True,65,3.8,2.5,0.3,65.4,50.0,60.0,65.7,13.4,1.6
Charles Cooke,2018,2018,['Guard'],77,196.0,"July 1, 1994",['Dayton'],False,False,13,0.5,0.2,0.1,14.3,12.5,50.0,17.9,-5.1,-0.2
David Cooke,1986,1986,['Forward'],80,230.0,"September 27, 1963","[""Saint Mary's""]",False,False,6,1.5,1.7,0.2,18.2,,50.0,18.2,6.7,0.0
Joe Cooke,1971,1971,['Guard'],75,175.0,"August 14, 1948",['Indiana'],False,False,73,4.3,1.6,1.3,39.3,,81.4,,10.4,-0.4
Xavier Cooks,2023,2023,['Forward'],80,183.0,"August 19, 1995",['Winthrop University'],False,True,10,3.8,3.8,0.6,60.7,0.0,40.0,60.7,14.3,0.2
Jack Cooley,2015,2018,"['Forward', 'Center']",81,260.0,"April 12, 1991",['Notre Dame'],False,False,23,2.9,2.4,0.3,44.9,,57.5,44.9,15.6,0.5
Chuck Cooper,1951,1956,['Forward'],77,210.0,"September 29, 1926",['Duquesne'],True,False,409,6.7,5.9,1.8,33.9,,74.3,,11.1,11.6
Duane Cooper,1993,1994,['Guard'],73,185.0,"June 25, 1969",['USC'],False,False,88,2.3,0.7,2.0,40.2,21.6,72.0,42.2,7.7,-0.5
Joe Cooper,1982,1985,"['Center', 'Forward']",82,230.0,"September 1, 1957","['Howard College', ' Tulsa', ' Colorado']",False,False,24,4.5,4.0,0.8,50.6,,54.3,50.6,10.5,0.3
Michael Cooper,1979,1990,"['Guard', 'Forward']",79,170.0,"April 15, 1956",['New Mexico'],True,False,873,8.9,3.2,4.2,46.9,34.0,83.3,50.2,12.8,52.5
Sharife Cooper,2022,2022,['Guard'],73,180.0,"June 11, 2001",['Auburn'],False,True,13,0.5,0.4,0.4,21.4,16.7,,25.0,-5.4,-0.2
Wayne Cooper,1979,1992,"['Center', 'Forward']",82,220.0,"November 16, 1956",['New Orleans'],False,False,984,7.9,6.2,0.9,45.7,14.6,73.6,45.7,13.4,36.9
Tom Copa,1992,1992,['Center'],82,275.0,"October 30, 1964",['Marquette'],False,False,33,1.5,1.1,0.1,55.0,,30.8,55.0,10.7,0.2
Chris Copeland,2013,2016,['Forward'],81,239.0,"March 17, 1984",['Colorado'],False,False,171,5.8,1.6,0.6,42.7,36.5,75.2,51.6,12.4,2.9
Hollis Copeland,1980,1982,['Forward'],78,180.0,"December 20, 1955",['Rutgers University'],False,False,93,5.0,1.7,1.0,48.8,0.0,73.9,48.8,10.7,1.3
Lanard Copeland,1990,1992,['Guard'],78,190.0,"July 16, 1965",['Georgia State University'],False,False,33,2.7,0.5,0.4,41.8,14.3,81.3,42.3,8.2,-0.4
Tyrone Corbin,1986,2001,"['Guard', 'Forward']",78,210.0,"December 31, 1962",['DePaul'],False,False,1065,9.2,4.7,1.8,45.6,29.9,79.1,46.8,13.1,56.5
Chris Corchiani,1992,1994,['Guard'],72,185.0,"March 28, 1968",['NC State'],False,False,112,3.7,1.2,2.2,42.1,26.9,81.6,45.5,11.7,1.6
Ken Corley,1947,1947,['Center'],77,210.0,"May 10, 1920",['University of Central Oklahoma'],False,False,3,0.0,,0.0,,,,,,0.0
Ray Corley,1950,1953,['Guard'],72,180.0,"January 14, 1928",['Georgetown'],False,False,102,4.3,2.0,1.7,30.4,,60.1,,-6.9,0.9
Petr Cornelie,2022,2022,['Forward'],83,220.0,"July 26, 1995",,False,False,13,1.1,1.1,0.2,33.3,12.5,75.0,36.7,9.6,0.0
Dave Corzine,1979,1991,['Center'],83,250.0,"April 25, 1956",['DePaul'],False,False,891,8.5,5.9,1.7,48.4,18.9,74.7,48.5,13.6,37.3
Larry Costello,1955,1968,['Guard'],73,186.0,"July 2, 1931",['Niagara University'],True,False,706,12.2,3.8,4.6,43.8,,84.1,,14.5,62.7
Matt Costello,2018,2018,['Forward'],81,245.0,"August 5, 1993",['Michigan State'],False,False,4,1.0,2.3,0.5,50.0,,,50.0,9.7,0.1
Bryce Cotton,2015,2016,['Guard'],73,165.0,"August 11, 1992",['Providence'],False,False,23,3.8,0.8,0.8,41.8,30.4,83.3,46.2,12.0,0.1
Jack Cotton,1950,1950,"['Forward', 'Center']",79,200.0,"October 25, 1924",['Wyoming'],False,False,54,5.1,,1.2,29.2,,50.9,,,-1.5
James Cotton,1998,1999,['Guard'],77,220.0,"December 14, 1975",['Cal State Long Beach'],False,False,19,2.6,0.8,0.0,35.9,0.0,77.8,35.9,12.3,0.0
John Coughran,1980,1980,['Forward'],79,225.0,"September 12, 1951",['California'],False,False,24,2.8,0.8,0.5,35.8,22.2,57.1,37.0,6.0,-0.3
Bilal Coulibaly,2024,2025,['Forward'],78,195.0,"July 26, 2004",,False,True,122,10.3,4.5,2.5,42.7,31.1,72.8,48.7,9.9,0.8
Ricky Council IV,2024,2025,['Guard'],78,205.0,"August 3, 2001","['Wichita State', ' Arkansas']",False,True,105,6.7,2.5,1.1,40.2,27.3,78.6,46.0,12.9,1.6
Mel Counts,1965,1976,"['Center', 'Forward']",84,230.0,"October 16, 1941",['Oregon State'],False,False,789,8.3,6.0,1.4,43.5,,76.4,,15.3,27.7
Steve Courtin,1965,1965,['Guard'],73,188.0,"September 21, 1942","[""Saint Joseph's""]",False,False,24,4.2,0.9,0.9,40.8,,81.0,,6.9,0.2
Joe Courtney,1993,1997,['Forward'],80,235.0,"October 17, 1969","['Mississippi State', ' Southern Miss']",False,False,96,2.8,1.5,0.3,43.3,66.7,63.3,43.7,9.7,0.3
Marcus Cousin,2011,2011,['Center'],83,245.0,"December 18, 1986","['Seton Hall', ' Houston']",False,False,4,1.0,0.8,0.0,66.7,,,66.7,7.8,0.0
DeMarcus Cousins,2011,2022,"['Center', 'Forward']",82,270.0,"August 13, 1990",['Kentucky'],False,False,654,19.6,10.2,3.0,46.0,33.1,73.7,48.1,22.0,46.8
Bob Cousy,1951,1970,['Guard'],73,175.0,"August 9, 1928",['Holy Cross'],True,False,924,18.4,5.2,7.5,37.5,,80.3,,19.9,91.1
Robert Covington,2014,2024,"['Forward', 'Center']",79,209.0,"December 14, 1990",['Tennessee State'],False,True,614,10.8,5.5,1.4,40.9,36.2,81.1,52.4,13.1,31.8
Dave Cowens,1971,1983,"['Center', 'Forward']",81,230.0,"October 25, 1948",['Florida State'],True,False,766,17.6,13.6,3.8,46.0,7.1,78.3,46.0,17.0,86.3
Chubby Cox,1983,1983,['Guard'],74,180.0,"December 29, 1955","['Villanova', ' San Francisco']",False,False,7,4.1,1.4,0.9,35.1,0.0,50.0,35.1,1.6,-0.2
Johnny Cox,1963,1963,['Guard'],76,180.0,"November 1, 1936",['Kentucky'],False,False,73,7.8,3.8,1.9,42.1,,70.4,,10.3,0.5
Wesley Cox,1978,1979,['Forward'],78,215.0,"January 27, 1955",['Louisville'],False,False,74,4.6,2.8,0.3,41.2,,51.0,,8.9,0.1
Allen Crabbe,2014,2020,"['Guard', 'Forward']",77,212.0,"April 9, 1992",['California'],False,True,381,9.1,2.8,1.1,42.5,38.7,83.1,53.1,10.8,13.7
Torrey Craig,2018,2025,"['Guard', 'Forward']",79,221.0,"December 19, 1990",['USC Upstate'],False,True,458,5.9,3.9,1.0,45.2,35.4,70.1,54.5,11.3,17.2
Chris Crawford,1998,2004,['Forward'],81,235.0,"May 13, 1975",['Marquette'],False,False,252,6.6,2.2,0.6,43.7,34.7,82.4,46.2,12.9,6.5
Freddie Crawford,1967,1971,"['Guard', 'Forward']",76,189.0,"December 23, 1941",['St. Bonaventure'],False,False,297,6.8,2.5,2.1,44.6,,59.5,,11.4,6.1
Isaiah Crawford,2025,2025,['Forward'],78,220.0,"November 1, 2001",['Louisiana Tech'],False,True,15,0.9,0.5,0.1,45.5,20.0,50.0,50.0,9.2,0.0
Jamal Crawford,2001,2020,['Guard'],77,185.0,"March 20, 1980",['Michigan'],False,False,1327,14.6,2.2,3.4,41.0,34.8,86.2,47.7,15.1,60.7
Joe Crawford,2009,2009,['Forward'],77,210.0,"June 17, 1986",['Kentucky'],False,False,2,4.5,2.0,0.5,30.0,25.0,100.0,35.0,10.8,0.0
Jordan Crawford,2011,2018,['Guard'],76,195.0,"October 23, 1988","['Indiana', ' Xavier']",False,False,281,12.2,2.5,3.1,41.1,31.7,82.6,46.4,14.1,6.3
Mitch Creek,2019,2019,['Guard'],77,216.0,"April 27, 1992",,False,False,5,4.2,2.4,1.2,50.0,0.0,71.4,50.0,20.2,0.2
Jim Creighton,1976,1976,['Forward'],80,200.0,"April 18, 1950",['Colorado'],False,False,32,1.0,1.4,0.1,27.9,,43.8,,5.5,-0.2
Ron Crevier,1986,1986,['Center'],84,235.0,"April 14, 1958",['Boston College'],False,False,3,0.0,0.3,0.0,0.0,,0.0,0.0,-31.7,-0.1
Hal Crisler,1947,1947,['Forward'],75,215.0,"December 31, 1923",['Iowa State'],False,False,4,1.5,,0.0,33.3,,100.0,,,0.1
Joe Crispin,2002,2002,['Guard'],72,185.0,"July 18, 1979",['Penn State'],False,False,21,3.8,0.5,1.2,38.2,38.5,92.3,49.3,17.1,0.4
Charlie Criss,1978,1985,['Guard'],68,165.0,"November 6, 1948",['New Mexico State'],False,False,418,8.5,1.4,3.2,43.2,17.9,83.1,43.5,12.8,13.7
Russ Critchfield,1969,1969,['Guard'],70,150.0,"June 27, 1946",['California'],False,False,47,3.4,0.6,1.1,36.1,0.0,65.5,36.1,7.9,0.1
Winston Crite,1988,1989,['Forward'],79,233.0,"June 20, 1965",['Texas A&M'],False,False,31,2.8,2.1,0.5,47.9,,76.0,47.9,9.1,0.1
Javaris Crittenton,2008,2009,['Guard'],77,200.0,"December 31, 1987",['Georgia Tech'],False,False,113,5.3,2.4,1.8,44.2,23.1,63.8,45.4,10.6,0.1
Dillard Crocker,1949,1953,"['Forward', 'Guard']",76,205.0,"January 19, 1925",['Western Michigan'],False,False,154,8.8,2.2,1.3,31.6,,70.6,,12.8,1.8
Bobby Croft,1971,1971,['Center'],82,200.0,"March 17, 1946",['Tennessee'],False,False,62,5.2,3.3,0.7,36.2,0.0,65.2,36.2,9.5,-0.6
Geoff Crompton,1979,1984,['Center'],83,280.0,"July 4, 1955",['UNC'],False,False,82,1.2,1.7,0.3,37.0,,44.2,37.0,5.6,-0.1
Terry Crosby,1980,1980,['Guard'],76,195.0,"January 4, 1957",['Tennessee'],False,False,4,1.5,0.3,1.8,50.0,,100.0,50.0,3.5,0.0
Austin Croshere,1998,2009,['Forward'],81,235.0,"May 1, 1975",['Providence'],False,False,659,6.8,4.0,1.0,40.7,34.0,86.1,46.6,14.3,27.6
Jeff Cross,1986,1986,['Forward'],82,240.0,"September 1, 1961",['University of Maine'],False,False,21,1.2,1.4,0.0,25.0,,56.0,25.0,1.5,-0.1
Pete Cross,1971,1973,"['Center', 'Forward']",81,230.0,"March 28, 1948",['San Francisco'],False,False,182,5.8,8.3,1.0,43.1,,69.5,,12.5,4.2
Russell Cross,1984,1984,['Center'],82,215.0,"September 5, 1961",['Purdue'],False,False,45,3.7,1.8,0.5,57.1,,41.8,57.1,15.3,0.8
Chink Crossin,1948,1950,['Guard'],73,165.0,"July 4, 1923",['Penn'],False,False,147,4.7,,1.5,31.8,,71.1,,,3.7
John Crotty,1993,2003,['Guard'],73,185.0,"July 15, 1969",['Virginia'],False,False,477,4.0,1.1,2.1,43.1,38.4,83.7,48.1,12.7,12.1
Bill Crow,1968,1968,['Guard'],73,180.0,"December 9, 1940","['Cerritos College', ' BYU', ' Westminster College of Utah']",False,False,1,3.0,2.0,0.0,12.5,,25.0,12.5,-12.3,-0.2
Mark Crow,1978,1978,['Forward'],79,210.0,"October 22, 1954",['Duke'],False,False,15,5.6,1.8,0.5,43.8,,70.0,,12.7,0.2
Corey Crowder,1992,1995,"['Guard', 'Forward']",77,214.0,"April 13, 1969",['Kentucky Wesleyan College'],False,False,58,2.1,0.8,0.3,36.9,38.2,70.8,42.2,7.6,0.2
Jae Crowder,2013,2025,['Forward'],78,235.0,"July 6, 1990",['Marquette'],False,True,812,9.3,4.2,1.6,41.8,34.7,77.7,51.8,12.5,43.0
Jalen Crutcher,2024,2024,['Guard'],74,175.0,"July 18, 1999",['Dayton'],False,True,1,0.0,0.0,0.0,0.0,,,0.0,-12.6,0.0
Al Cueto,1970,1971,"['Center', 'Forward']",79,230.0,"August 2, 1946","[""St. Gregory's University"", ' Tulsa']",False,False,149,5.3,4.9,1.0,40.4,23.8,71.0,40.7,11.4,2.2
Cui Yongxi,2025,2025,['Guard'],78,190.0,"May 28, 2003",,False,True,5,0.6,0.4,0.0,14.3,0.0,50.0,14.3,-10.7,-0.1
Jarrett Culver,2020,2023,['Guard'],78,195.0,"February 20, 1999",['Texas Tech'],False,True,144,6.5,2.8,1.2,40.1,27.6,50.9,45.1,9.3,-0.1
Jarron Cumberland,2022,2022,['Guard'],77,205.0,"September 22, 1997",['Cincinnati'],False,False,3,0.7,1.0,0.3,50.0,0.0,,50.0,8.4,0.0
Pat Cummings,1980,1991,"['Forward', 'Center']",81,230.0,"July 11, 1956",['Cincinnati'],False,False,683,9.6,5.6,1.2,49.7,0.0,73.7,49.7,13.3,22.6
Terry Cummings,1983,2000,['Forward'],81,220.0,"March 15, 1961",['DePaul'],False,False,1183,16.4,7.3,1.9,48.4,29.5,70.6,48.5,18.3,91.1
Vonteego Cummings,2000,2002,['Guard'],75,185.0,"February 29, 1976",['Pitt'],False,False,199,6.9,1.9,2.7,38.3,32.1,72.6,42.3,11.8,2.2
Billy Cunningham,1966,1976,"['Forward', 'Center']",78,210.0,"June 3, 1943",['UNC'],True,False,770,21.2,10.4,4.3,45.2,26.3,73.0,45.2,20.0,78.6
Cade Cunningham,2022,2025,['Guard'],78,220.0,"September 25, 2001",['Oklahoma State'],False,True,208,22.1,5.4,7.4,44.6,33.9,85.3,49.7,16.9,7.0
Dante Cunningham,2010,2019,['Forward'],80,230.0,"April 22, 1987",['Villanova'],False,False,715,5.8,3.7,0.7,46.9,34.5,64.9,49.8,11.1,24.9
Dick Cunningham,1969,1975,['Center'],82,245.0,"July 11, 1946",['Murray State'],False,False,358,2.8,3.7,0.6,40.6,,63.6,,10.5,4.2
Jared Cunningham,2013,2016,['Guard'],76,195.0,"May 22, 1991",['Oregon State'],False,False,84,2.3,0.7,0.5,34.7,30.6,67.4,40.2,6.8,0.2
William Cunningham,1998,1999,['Center'],83,250.0,"March 25, 1974",['Temple'],False,False,23,0.6,1.7,0.1,25.9,,0.0,25.9,2.2,-0.1
Radisav Ćurčić,1993,1993,['Center'],82,275.0,"September 26, 1965",,False,False,20,2.9,2.5,0.6,39.0,,72.2,39.0,13.5,0.3
Armand Cure,1947,1947,['Forward'],72,198.0,"August 1, 1919",['Rhode Island'],False,False,12,0.8,,0.0,26.7,,66.7,,,0.0
Earl Cureton,1981,1997,"['Forward', 'Center']",81,210.0,"September 3, 1957","['Robert Morris University (PA)', ' Detroit Mercy']",False,False,674,5.4,4.7,1.0,47.3,0.0,53.8,47.3,10.4,14.4
Bill Curley,1995,2001,['Forward'],81,220.0,"May 29, 1972",['Boston College'],False,False,147,2.7,2.0,0.4,44.4,22.2,74.3,44.6,8.2,1.6
Fran Curran,1949,1950,['Guard'],72,175.0,"September 9, 1922",['Notre Dame'],False,False,123,4.9,,1.2,39.5,,77.4,,,9.2
Dell Curry,1987,2002,['Guard'],76,190.0,"June 25, 1964",['Virginia Tech'],False,False,1083,11.7,2.4,1.8,45.7,40.2,84.3,51.3,16.0,41.5
Eddy Curry,2002,2013,['Center'],84,295.0,"December 5, 1982",,False,False,527,12.9,5.2,0.5,54.5,100.0,64.2,54.5,15.9,21.7
JamesOn Curry,2010,2010,['Guard'],75,190.0,"January 7, 1986",['Oklahoma State'],False,False,1,0.0,0.0,0.0,,,,,,0.0
Michael Curry,1994,2005,"['Forward', 'Guard']",77,210.0,"August 22, 1968",['Georgia Southern University'],False,False,667,4.5,1.6,1.2,44.7,29.8,82.5,46.3,7.5,17.8
Seth Curry,2014,2025,['Guard'],73,185.0,"August 23, 1990","['Liberty', ' Duke']",False,True,550,10.0,2.0,1.9,47.1,43.3,86.3,58.2,13.4,24.9
Stephen Curry,2010,2025,['Guard'],74,185.0,"March 14, 1988",['Davidson'],False,True,1026,24.7,4.7,6.4,47.1,42.3,91.1,58.2,23.5,143.1
Rastko Cvetković,1996,1996,['Center'],85,260.0,"June 22, 1970",,False,False,14,0.7,0.8,0.2,31.3,0.0,0.0,31.3,2.1,-0.1
Mike D'Antoni,1974,1977,['Guard'],75,185.0,"May 8, 1951",['Marshall'],False,False,180,3.4,1.5,2.0,41.4,0.0,73.5,41.4,10.2,2.0
Tristan Da Silva,2025,2025,['Forward'],80,217.0,"May 15, 2001",['Colorado'],False,True,74,7.2,3.3,1.5,41.2,33.5,87.3,49.5,9.9,2.5
Mike Dabich,1968,1968,['Center'],84,242.0,"December 27, 1942",['New Mexico State'],False,False,10,2.0,1.3,0.2,66.7,,44.4,66.7,12.0,0.2
Pacome Dadiet,2025,2025,['Forward'],79,210.0,"July 27, 2005",,False,True,18,1.7,1.0,0.3,32.3,31.6,66.7,41.9,6.3,0.0
Ed Dahler,1952,1952,['Forward'],77,190.0,"January 31, 1926",['Duquesne'],False,False,14,2.5,1.6,0.4,36.8,,100.0,,10.4,0.1
Quintin Dailey,1983,1992,['Guard'],75,180.0,"January 22, 1961",['San Francisco'],False,False,528,14.1,2.5,2.3,45.4,15.8,77.9,45.6,15.1,12.7
Samuel Dalembert,2002,2015,['Center'],83,255.0,"May 10, 1981",['Seton Hall'],False,False,886,7.7,7.8,0.5,52.1,8.3,70.6,52.1,15.4,51.3
Howie Dallmar,1947,1949,['Forward'],76,200.0,"May 24, 1922",['Stanford'],False,False,146,9.6,,2.3,28.3,,69.8,,,15.1
Erick Dampier,1997,2012,['Center'],83,265.0,"July 14, 1975",['Mississippi State'],False,False,987,7.4,7.1,0.8,49.8,12.5,62.6,49.8,14.3,52.7
Louie Dampier,1968,1979,['Guard'],72,170.0,"November 20, 1944",['Kentucky'],True,False,960,15.9,2.6,4.9,44.4,35.8,82.0,47.4,15.4,74.1
Bob Dandridge,1970,1982,"['Forward', 'Guard']",78,195.0,"November 15, 1947",['Norfolk State'],True,False,839,18.5,6.8,3.4,48.4,16.7,78.0,48.4,16.7,80.3
Antonio Daniels,1998,2011,['Guard'],76,195.0,"March 19, 1975",['Bowling Green'],False,False,872,7.6,1.8,3.4,44.4,31.1,79.3,47.9,14.6,47.0
Dyson Daniels,2023,2025,['Guard'],80,199.0,"March 17, 2003",,False,True,196,8.4,4.5,3.2,47.2,32.7,61.4,52.4,13.2,9.2
Erik Daniels,2005,2005,['Forward'],80,214.0,"April 1, 1982",['Kentucky'],False,False,21,0.6,0.9,0.2,33.3,50.0,,36.1,4.6,-0.1
Lloyd Daniels,1993,1998,['Guard'],79,205.0,"September 4, 1967",['Mount San Antonio College'],False,False,200,7.1,2.2,1.6,40.3,31.6,74.3,45.8,11.5,3.3
Marquis Daniels,2004,2013,"['Guard', 'Forward']",78,200.0,"January 7, 1981",['Auburn'],False,False,548,7.9,2.8,1.8,45.1,23.5,72.1,46.4,12.9,16.5
Mel Daniels,1968,1977,['Center'],81,220.0,"July 20, 1944","['Southeastern Iowa Community College', ' West Burlington Campus', ' New Mexico']",True,False,639,18.4,14.9,1.8,46.8,8.8,65.7,46.8,20.1,64.8
Troy Daniels,2014,2020,['Guard'],76,200.0,"July 15, 1991",['VCU'],False,False,339,6.6,1.3,0.5,40.1,39.5,79.9,54.6,10.4,5.1
Sasha Danilović,1996,1997,['Guard'],77,200.0,"February 26, 1970",,False,False,75,12.8,2.4,2.0,43.9,37.9,78.9,51.8,11.7,4.2
N'Faly Dante,2025,2025,['Center'],83,230.0,"October 19, 2001",['Oregon'],False,True,4,6.0,5.3,0.5,76.9,,80.0,76.9,24.0,0.3
Adrian Dantley,1977,1991,"['Forward', 'Guard']",77,208.0,"February 28, 1955",['Notre Dame'],True,False,955,24.3,5.7,3.0,54.0,17.1,81.8,54.0,21.5,134.2
Pete Darcey,1953,1953,['Center'],79,217.0,"March 3, 1930",['Oklahoma State'],False,False,12,0.9,0.8,0.2,16.7,,55.6,,-5.7,-0.2
Jimmy Darden,1950,1950,['Guard'],73,170.0,"June 19, 1922",['Denver'],False,False,26,8.1,,2.6,32.1,,68.8,,,-0.2
Ollie Darden,1968,1970,"['Forward', 'Center']",79,235.0,"July 28, 1944",['Michigan'],False,False,223,9.2,6.2,1.0,43.5,18.2,69.5,43.6,13.5,7.7
Yinka Dare,1995,1998,['Center'],84,265.0,"October 10, 1972",['George Washington'],False,False,110,2.1,2.6,0.0,39.6,,57.0,39.6,6.2,-0.7
Jesse Dark,1975,1975,['Guard'],77,210.0,"September 2, 1951",['VCU'],False,False,47,3.6,0.8,0.6,47.1,,55.0,,11.0,0.3
Nate Darling,2021,2021,['Guard'],78,200.0,"August 30, 1998","['UAB', ' University of Delaware']",False,True,7,1.3,0.1,0.1,28.6,28.6,100.0,42.9,8.2,0.0
Rick Darnell,1976,1976,"['Center', 'Forward']",82,215.0,"January 1, 1953","['Cypress College', ' Indiana State University', ' San Jose State']",False,False,11,2.4,3.3,0.8,36.7,,57.1,36.7,4.7,-0.1
Jimmy Darrow,1962,1962,['Guard'],70,170.0,"September 25, 1937",['Bowling Green'],False,False,5,2.4,1.4,1.2,20.0,,85.7,,6.0,-0.1
Gigi Datome,2014,2015,['Forward'],80,215.0,"November 27, 1987",,False,False,55,3.4,1.4,0.4,41.4,31.6,81.8,48.1,11.3,0.3
Brad Daugherty,1987,1994,['Center'],84,245.0,"October 19, 1965",['UNC'],False,False,548,19.0,9.5,3.7,53.2,14.3,74.7,53.2,18.9,65.2
